"inc0"	"inc2500"	"inc5000"	"inc7500"	"inc10000"	"inc12500"	"inc15000"	"inc17500"	"inc20000"	"inc22500"	"inc25000"	"inc27500"	"inc30000"	"inc32500"	"inc35000"	"inc37500"	"inc40000"	"inc42500"	"inc45000"	"inc47500"	"inc50000"	"inc52500"	"inc55000"	"inc57500"	"inc60000"	"inc62500"	"inc65000"	"inc67500"	"inc70000"	"inc72500"	"inc75000"	"inc77500"	"inc80000"	"inc82500"	"inc85000"	"inc87500"	"inc90000"	"inc92500"	"inc95000"	"inc97500"	"inc100000"	"inc102500"	"inc105000"	"inc107500"	"inc110000"	"inc112500"	"inc115000"	"inc117500"	"inc120000"	"inc122500"	"inc125000"	"inc127500"	"inc130000"	"inc132500"	"inc135000"	"inc137500"	"inc140000"	"inc142500"	"inc145000"	"inc147500"	"inc150000"	"inc152500"	"inc155000"	"inc157500"	"inc160000"	"inc162500"	"inc165000"	"inc167500"	"inc170000"	"inc172500"	"inc175000"	"inc177500"	"inc180000"	"inc182500"	"inc185000"	"inc187500"	"inc190000"	"inc192500"	"inc195000"	"inc197500"	"inc200000"	"inc202500"	"inc205000"	"inc207500"	"inc210000"	"inc212500"	"inc215000"	"inc217500"	"inc220000"	"inc222500"	"inc225000"	"inc227500"	"inc230000"	"inc232500"	"inc235000"	"inc237500"	"inc240000"	"inc242500"	"inc245000"	"inc247500"	"inc250000"	"inc252500"	"inc255000"	"inc257500"	"inc260000"	"inc262500"	"inc265000"	"inc267500"	"inc270000"	"inc272500"	"inc275000"	"inc277500"	"inc280000"	"inc282500"	"inc285000"	"inc287500"	"inc290000"	"inc292500"	"inc295000"	"inc297500"	"inc300000"	"inc302500"	"inc305000"	"inc307500"	"inc310000"	"inc312500"	"inc315000"	"inc317500"	"inc320000"	"inc322500"	"inc325000"	"inc327500"	"inc330000"	"inc332500"	"inc335000"	"inc337500"	"inc340000"	"inc342500"	"inc345000"	"inc347500"	"inc350000"	"inc352500"	"inc355000"	"inc357500"	"inc360000"	"inc362500"	"inc365000"	"inc367500"	"inc370000"	"inc372500"	"inc375000"	"inc377500"	"inc380000"	"inc382500"	"inc385000"	"inc387500"	"inc390000"	"inc392500"	"inc395000"	"inc397500"	"inc400000"	"inc402500"	"inc405000"	"inc407500"	"inc410000"	"inc412500"	"inc415000"	"inc417500"	"inc420000"	"inc422500"	"inc425000"	"inc427500"	"inc430000"	"inc432500"	"inc435000"	"inc437500"	"inc440000"	"inc442500"	"inc445000"	"inc447500"	"inc450000"	"inc452500"	"inc455000"	"inc457500"	"inc460000"	"inc462500"	"inc465000"	"inc467500"	"inc470000"	"inc472500"	"inc475000"	"inc477500"	"inc480000"	"inc482500"	"inc485000"	"inc487500"	"inc490000"	"inc492500"	"inc495000"	"inc497500"	"inc500000"	"state"	"grp"
0	0	0	0	0	0	40	140	320	480	647	803	968	1081	1193	1306	1418	1531	1639	1745	1852	1958	2064	2170	2277	2383	2489	2595	2702	2808	2914	3020	3127	3233	3339	3445	3552	3658	3764	3870	4007	4101	4194	4288	4382	4476	4569	4663	4757	4851	4944	5038	5132	5226	5319	5413	5507	5601	5694	5788	5882	5976	6069	6163	6257	6351	6444	6538	6632	6726	6819	6912	7002	7092	7182	7272	7362	7452	7542	7632	7722	7812	7902	7992	8082	8172	8262	8352	8442	8532	8622	8712	8802	8892	8982	9072	9162	9252	9342	9432	9522	9612	9702	9789	9872	9956	10040	10124	10207	10291	10375	10459	10542	10626	10710	10794	10877	10961	11045	11129	11212	11296	11380	11464	11547	11631	11715	11799	11882	11966	12050	12134	12217	12301	12385	12469	12552	12636	12720	12804	12887	12971	13055	13139	13222	13306	13390	13474	13557	13641	13725	13809	13892	13976	14060	14144	14227	14311	14395	14479	14562	14646	14730	14814	14897	14981	15065	15149	15232	15316	15400	15484	15567	15651	15735	15819	15900	15982	16063	16144	16225	16307	16388	16469	16550	16632	16713	16794	16875	16957	17038	17119	17200	17282	17363	17444	17525	16669	16750	16831	16912	"AL"	"mar3"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"AK"	"mar3"
0	0	0	0	0	0	0	0	0	47	112	176	241	306	371	435	500	570	642	714	786	858	930	1002	1074	1146	1218	1290	1362	1443	1527	1611	1695	1779	1863	1947	2031	2115	2199	2283	2367	2451	2535	2619	2703	2787	2871	2955	3039	3139	3245	3351	3457	3563	3669	3775	3881	3987	4093	4199	4305	4411	4517	4623	4729	4835	4941	5047	5153	5259	5365	5471	5577	5683	5789	5895	6001	6107	6213	6319	6425	6531	6637	6743	6849	6955	7061	7167	7273	7379	7485	7591	7697	7803	7909	8015	8121	8227	8333	8439	8545	8651	8757	8863	8969	9075	9181	9287	9393	9499	9605	9711	9817	9923	10029	10135	10241	10347	10453	10559	10665	10771	10877	10983	11089	11195	11301	11407	11513	11624	11738	11851	11965	12078	12192	12305	12419	12532	12646	12759	12873	12986	13100	13213	13327	13440	13554	13667	13781	13894	14008	14121	14235	14348	14462	14575	14689	14802	14916	15029	15143	15256	15370	15483	15597	15710	15824	15937	16051	16164	16278	16391	16505	16618	16732	16845	16959	17072	17186	17299	17413	17526	17640	17753	17867	17980	18094	18207	18321	18434	18548	18661	18775	18888	19002	19115	19229	19342	19456	19569	19683	"AZ"	"mar3"
0	0	0	0	0	0	81	171	281	391	501	662	812	962	1112	1262	1412	1562	1712	1862	2012	2162	2312	2462	2612	2762	2912	3062	3212	3362	3512	3662	4176	4349	4521	4694	4866	5039	5211	5384	5556	5729	5901	6074	6246	6419	6591	6764	6936	7109	7281	7454	7626	7799	7971	8144	8316	8489	8661	8834	9006	9179	9351	9524	9696	9869	10041	10214	10386	10559	10731	10904	11076	11249	11421	11594	11766	11939	12111	12284	12456	12629	12801	12974	13146	13319	13491	13664	13836	14009	14181	14354	14526	14699	14871	15044	15216	15389	15561	15734	15906	16079	16251	16424	16596	16769	16941	17114	17286	17459	17631	17804	17976	18149	18321	18494	18666	18839	19011	19184	19356	19529	19701	19874	20046	20219	20391	20564	20736	20909	21081	21254	21426	21599	21771	21944	22116	22289	22461	22634	22806	22979	23151	23324	23496	23669	23841	24014	24186	24359	24531	24704	24876	25049	25221	25394	25566	25739	25911	26084	26256	26429	26601	26774	26946	27119	27291	27464	27636	27809	27981	28154	28326	28499	28671	28844	29016	29189	29361	29534	29706	29879	30051	30224	30396	30569	30741	30914	31086	31259	31431	31604	31776	31949	32121	32294	32466	32639	32811	32984	33156	"AR"	"mar3"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	146	259	409	559	709	859	1009	1159	1309	1459	1616	1816	2016	2216	2416	2616	2816	3016	3216	3434	3666	3899	4131	4364	4596	4829	5061	5294	5526	5759	5991	6224	6456	6689	6921	7154	7386	7619	7851	8084	8316	8549	8781	9014	9246	9479	9711	9944	10176	10409	10641	10874	11106	11339	11571	11804	12036	12269	12501	12734	12966	13199	13431	13664	13896	14129	14361	14594	14826	15059	15291	15524	15756	15989	16221	16454	16686	16919	17151	17384	17616	17849	18081	18314	18546	18779	19011	19244	19476	19709	19941	20174	20406	20639	20871	21104	21336	21569	21801	22034	22266	22499	22731	22964	23196	23429	23661	23894	24126	24359	24591	24824	25056	25289	25521	25754	25986	26219	26451	26684	26916	27149	27393	27638	27882	28127	28371	28616	28860	29105	29349	29594	29838	30083	30327	30572	30816	31061	31305	31550	31784	32017	32249	32482	32714	32947	33179	33412	33644	33877	34109	34342	34574	34807	35039	35272	35504	35737	35969	36202	36434	36667	36899	37132	37364	37597	37829	38062	38294	38527	38759	38992	39224	39457	39689	"CA"	"mar3"
0	0	0	0	0	0	0	0	0	0	11	127	243	358	474	590	706	821	937	1053	1169	1284	1400	1516	1632	1747	1863	1979	2095	2210	2326	2442	2558	2673	2789	2905	3021	3136	3252	3368	3484	3599	3715	3831	3947	4062	4178	4294	4410	4525	4641	4757	4873	4988	5104	5220	5336	5451	5567	5683	5799	5914	6030	6146	6262	6377	6493	6609	6725	6840	6956	7072	7188	7303	7419	7535	7651	7766	7882	7998	8114	8229	8345	8461	8577	8692	8808	8924	9040	9155	9271	9387	9503	9618	9734	9850	9966	10081	10197	10313	10429	10544	10660	10776	10892	11007	11123	11239	11355	11470	11586	11702	11818	11933	12049	12165	12281	12396	12512	12628	12744	12859	12975	13091	13207	13322	13438	13554	13670	13785	13901	14017	14133	14248	14364	14480	14596	14711	14827	14943	15059	15174	15290	15406	15522	15637	15753	15869	15985	16100	16216	16332	16448	16563	16679	16795	16911	17026	17142	17258	17374	17489	17605	17721	17837	17952	18068	18184	18300	18415	18531	18647	18763	18878	18994	19110	19226	19341	19457	19573	19689	19804	19920	20036	20152	20267	20383	20499	20615	20730	20846	20962	21078	21193	21309	21425	21541	21656	21772	21888	22004	"CO"	"mar3"
0	0	0	0	0	0	0	0	0	0	30	105	180	255	330	405	480	555	650	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	4655	4792	4930	5067	5205	5342	5480	5617	5755	5892	6030	6167	6305	6442	6580	6717	6855	6992	7130	7267	7405	7542	7680	7817	7955	8092	8230	8367	8505	8642	8780	8917	9055	9192	9330	9467	9605	9742	9880	10017	10160	10310	10460	10610	10760	10910	11060	11210	11360	11510	11660	11810	11960	12110	12260	12410	12560	12710	12860	13010	13160	13310	13460	13610	13760	13910	14060	14210	14360	14510	14660	14810	14960	15110	15260	15410	15560	15710	15860	16010	16160	16310	16460	16610	16760	16910	17060	17210	17360	17510	17660	17810	17960	18110	18260	18410	18560	18710	18860	19010	19160	19310	19460	19610	19760	19910	20060	20210	20360	20510	20660	20810	20960	21110	21260	21410	21560	21710	21860	22010	22165	22327	22490	22652	22815	22977	23140	23302	23465	23627	23790	23952	24115	24277	24440	24602	24765	24927	25090	25252	25415	25577	25740	25902	26065	26227	26390	26552	26715	26877	27040	"CT"	"mar3"
0	0	0	0	0	0	0	0	0	0	92	214	344	475	614	753	892	1030	1169	1308	1447	1585	1724	1863	2002	2140	2279	2423	2588	2753	2918	3083	3248	3413	3578	3743	3908	4073	4238	4403	4568	4733	4898	5063	5228	5393	5558	5723	5888	6053	6218	6383	6548	6713	6878	7043	7208	7373	7538	7703	7868	8033	8198	8363	8528	8693	8858	9023	9188	9353	9518	9683	9848	10013	10178	10343	10508	10673	10838	11003	11168	11333	11498	11663	11828	11993	12158	12323	12488	12653	12818	12983	13148	13313	13478	13643	13808	13973	14138	14303	14468	14633	14798	14963	15128	15293	15458	15623	15788	15953	16118	16283	16448	16613	16778	16943	17108	17273	17438	17603	17768	17933	18098	18263	18428	18593	18758	18923	19088	19253	19418	19583	19748	19913	20078	20243	20408	20573	20738	20903	21068	21233	21398	21563	21728	21893	22058	22223	22388	22553	22718	22883	23048	23213	23378	23543	23708	23873	24038	24203	24368	24533	24698	24863	25028	25193	25358	25523	25688	25853	26018	26183	26348	26513	26678	26843	27008	27173	27338	27503	27668	27833	27998	28163	28328	28493	28658	28823	28988	29153	29318	29483	29648	29813	29978	30143	30308	30473	30638	30803	30968	"DE"	"mar3"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"FL"	"mar3"
0	0	0	0	0	0	0	0	6	53	134	245	376	526	676	826	976	1126	1276	1426	1576	1726	1876	2026	2176	2326	2476	2626	2776	2926	3076	3226	3376	3526	3676	3826	3976	4126	4276	4426	4576	4726	4876	5026	5176	5326	5476	5626	5776	5926	6076	6226	6376	6526	6676	6826	6976	7126	7276	7426	7576	7726	7876	8026	8176	8326	8476	8626	8776	8926	9076	9226	9376	9526	9676	9826	9976	10126	10276	10426	10576	10726	10876	11026	11176	11326	11476	11626	11776	11926	12076	12226	12376	12526	12676	12826	12976	13126	13276	13426	13576	13726	13876	14026	14176	14326	14476	14626	14776	14926	15076	15226	15376	15526	15676	15826	15976	16126	16276	16426	16576	16726	16876	17026	17176	17326	17476	17626	17776	17926	18076	18226	18376	18526	18676	18826	18976	19126	19276	19426	19576	19726	19876	20026	20176	20326	20476	20626	20776	20926	21076	21226	21376	21526	21676	21826	21976	22126	22276	22426	22576	22726	22876	23026	23176	23326	23476	23626	23776	23926	24076	24226	24376	24526	24676	24826	24976	25126	25276	25426	25576	25726	25876	26026	26176	26326	26476	26626	26776	26926	27076	27226	27376	27526	27676	27826	27976	28126	28276	28426	28576	"GA"	"mar3"
0	0	0	0	0	33	69	149	236	373	511	648	792	952	1112	1272	1436	1606	1776	1946	2122	2302	2482	2662	2850	3040	3230	3420	3610	3800	3990	4180	4370	4561	4758	4956	5153	5351	5548	5746	5943	6141	6338	6541	6747	6953	7159	7366	7572	7778	7984	8191	8397	8603	8809	9016	9222	9428	9634	9841	10047	10253	10459	10666	10872	11078	11284	11491	11697	11903	12109	12316	12522	12728	12934	13141	13347	13553	13759	13966	14172	14378	14584	14791	14997	15203	15409	15616	15822	16028	16234	16441	16647	16853	17059	17266	17472	17678	17884	18091	18297	18503	18709	18916	19122	19328	19534	19741	19947	20153	20359	20566	20772	20978	21184	21391	21597	21803	22009	22216	22422	22628	22834	23041	23247	23453	23659	23866	24072	24278	24484	24691	24897	25103	25309	25516	25722	25928	26134	26341	26547	26753	26959	27166	27372	27578	27784	27991	28197	28403	28609	28816	29022	29228	29434	29641	29847	30053	30259	30466	30672	30878	31084	31291	31497	31703	31909	32116	32322	32528	32734	32941	33147	33353	33559	33766	33972	34178	34384	34591	34797	35003	35209	35416	35622	35828	36034	36241	36447	36653	36859	37066	37272	37478	37684	37891	38097	38303	38509	38716	38922	"HI"	"mar3"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	105	201	312	444	596	774	951	1130	1315	1500	1685	1870	2055	2240	2425	2610	2795	2980	3165	3350	3535	3720	3905	4090	4275	4460	4645	4830	5015	5200	5385	5570	5755	5940	6125	6310	6495	6680	6865	7050	7235	7420	7605	7790	7975	8160	8345	8530	8715	8900	9085	9270	9455	9640	9825	10010	10195	10380	10565	10750	10935	11120	11305	11490	11675	11860	12045	12230	12415	12600	12785	12970	13155	13340	13525	13710	13895	14080	14265	14450	14635	14820	15005	15190	15375	15560	15745	15930	16115	16300	16485	16670	16855	17040	17225	17410	17595	17780	17965	18150	18335	18520	18705	18890	19075	19260	19445	19630	19815	20000	20185	20370	20555	20740	20925	21110	21295	21480	21665	21850	22035	22220	22405	22590	22775	22960	23145	23330	23515	23700	23885	24070	24255	24440	24625	24810	24995	25180	25365	25550	25735	25920	26105	26290	26475	26660	26845	27030	27215	27400	27585	27770	27955	28140	28325	28510	28695	28880	29065	29250	29435	29620	29805	29990	30175	30360	30545	30730	30915	31100	31285	31470	31655	31840	32025	32210	32395	32580	32765	32950	33135	33320	33505	33690	33875	34060	"ID"	"mar3"
0	0	0	0	0	0	0	0	0	0	9	103	196	290	384	478	571	665	759	853	946	1040	1134	1228	1321	1415	1509	1603	1696	1790	1884	1978	2071	2165	2259	2353	2446	2540	2634	2728	2821	2915	3009	3103	3196	3290	3384	3478	3571	3665	3759	3853	3946	4040	4134	4228	4321	4415	4509	4603	4696	4790	4884	4978	5071	5165	5259	5353	5446	5540	5634	5728	5821	5915	6009	6103	6196	6290	6384	6478	6571	6665	6759	6853	6946	7040	7134	7228	7321	7415	7509	7603	7696	7790	7884	7978	8071	8165	8259	8353	8446	8540	8634	8728	8821	8915	9009	9103	9196	9290	9384	9478	9571	9665	9759	9853	9946	10040	10134	10228	10321	10415	10509	10603	10696	10790	10884	10978	11071	11165	11259	11353	11446	11540	11634	11728	11821	11915	12009	12103	12196	12290	12384	12478	12571	12665	12759	12853	12946	13040	13134	13228	13321	13415	13509	13603	13696	13790	13884	13978	14071	14165	14259	14353	14446	14540	14634	14728	14821	14915	15009	15103	15196	15290	15384	15478	15571	15665	15759	15853	15946	16040	16134	16228	16321	16415	16509	16603	16696	16790	16884	16978	17071	17165	17259	17353	17446	17540	17634	17728	17821	"IL"	"mar3"
0	0	0	0	0	0	0	0	0	0	8	88	169	250	331	411	492	573	654	734	815	896	977	1057	1138	1219	1300	1380	1461	1542	1623	1703	1784	1865	1946	2026	2107	2188	2269	2349	2430	2511	2592	2672	2753	2834	2915	2995	3076	3157	3238	3318	3399	3480	3561	3641	3722	3803	3884	3964	4045	4126	4207	4287	4368	4449	4530	4610	4691	4772	4853	4933	5014	5095	5176	5256	5337	5418	5499	5579	5660	5741	5822	5902	5983	6064	6145	6225	6306	6387	6468	6548	6629	6710	6791	6871	6952	7033	7114	7194	7275	7356	7437	7517	7598	7679	7760	7840	7921	8002	8083	8163	8244	8325	8406	8486	8567	8648	8729	8809	8890	8971	9052	9132	9213	9294	9375	9455	9536	9617	9698	9778	9859	9940	10021	10101	10182	10263	10344	10424	10505	10586	10667	10747	10828	10909	10990	11070	11151	11232	11313	11393	11474	11555	11636	11716	11797	11878	11959	12039	12120	12201	12282	12362	12443	12524	12605	12685	12766	12847	12928	13008	13089	13170	13251	13331	13412	13493	13574	13654	13735	13816	13897	13977	14058	14139	14220	14300	14381	14462	14543	14623	14704	14785	14866	14946	15027	15108	15189	15269	15350	"IN"	"mar3"
0	0	0	0	0	0	108	221	354	507	658	796	938	1084	1230	1376	1529	1682	1830	1974	2119	2263	2408	2575	2743	2912	3080	3248	3416	3585	3753	3921	4090	4258	4448	4639	4830	5021	5212	5403	5593	5762	5931	6099	6267	6436	6604	6773	6941	7109	7278	7446	7614	7783	7951	8120	8288	8456	8625	8793	8961	9130	9298	9467	9635	9803	9972	10140	10308	10477	10645	10811	10973	11135	11296	11458	11619	11781	11943	12104	12266	12428	12589	12751	12913	13074	13236	13398	13559	13721	13882	14044	14206	14367	14529	14691	14852	15014	15176	15337	15499	15660	15822	15978	16128	16279	16429	16580	16730	16880	17031	17181	17332	17482	17632	17783	17933	18084	18234	18385	18535	18685	18836	18986	19137	19287	19437	19588	19738	19889	20039	20190	20340	20490	20641	20791	20942	21092	21242	21393	21543	21694	21844	21995	22145	22295	22446	22596	22747	22897	23047	23198	23348	23499	23649	23799	23950	24100	24251	24401	24552	24702	24852	25003	25153	25304	25454	25604	25755	25905	26056	26206	26357	26507	26657	26808	26955	27101	27247	27393	27538	27684	27830	27976	28122	28268	28414	28560	28706	28852	28998	29144	29290	29436	29581	29727	29873	28335	28480	28626	28772	"IA"	"mar3"
0	0	0	0	0	0	0	0	33	101	168	236	303	371	438	506	573	641	708	776	867	982	1097	1212	1327	1442	1557	1672	1787	1902	2017	2132	2247	2362	2477	2592	2707	2822	2937	3052	3167	3282	3397	3512	3627	3742	3857	3972	4087	4202	4317	4432	4547	4662	4777	4892	5007	5122	5237	5352	5467	5582	5697	5812	5927	6042	6157	6272	6387	6502	6617	6732	6847	6962	7077	7192	7307	7422	7537	7652	7767	7882	7997	8112	8227	8342	8457	8572	8687	8802	8917	9032	9147	9262	9377	9492	9607	9722	9837	9952	10067	10182	10297	10412	10527	10642	10757	10872	10987	11102	11217	11332	11447	11562	11677	11792	11907	12022	12137	12252	12367	12482	12597	12712	12827	12942	13057	13172	13287	13402	13517	13632	13747	13862	13977	14092	14207	14322	14437	14552	14667	14782	14897	15012	15127	15242	15357	15472	15587	15702	15817	15932	16047	16162	16277	16392	16507	16622	16737	16852	16967	17082	17197	17312	17427	17542	17657	17772	17887	18002	18117	18232	18347	18462	18577	18692	18807	18922	19037	19152	19267	19382	19497	19612	19727	19842	19957	20072	20187	20302	20417	20532	20647	20762	20877	20992	21107	21222	21337	21452	21567	"KS"	"mar3"
0	0	10	92	217	358	503	648	793	938	1083	1228	1373	1518	1663	1808	1953	2098	2243	2388	2533	2678	2823	2968	3113	3258	3403	3548	3693	3838	3983	4128	4278	4428	4578	4728	4878	5028	5178	5328	5478	5628	5778	5928	6078	6228	6378	6528	6678	6828	6978	7128	7278	7428	7578	7728	7878	8028	8178	8328	8478	8628	8778	8928	9078	9228	9378	9528	9678	9828	9978	10128	10278	10428	10578	10728	10878	11028	11178	11328	11478	11628	11778	11928	12078	12228	12378	12528	12678	12828	12978	13128	13278	13428	13578	13728	13878	14028	14178	14328	14478	14628	14778	14928	15078	15228	15378	15528	15678	15828	15978	16128	16278	16428	16578	16728	16878	17028	17178	17328	17478	17628	17778	17928	18078	18228	18378	18528	18678	18828	18978	19128	19278	19428	19578	19728	19878	20028	20178	20328	20478	20628	20778	20928	21078	21228	21378	21528	21678	21828	21978	22128	22278	22428	22578	22728	22878	23028	23178	23328	23478	23628	23778	23928	24078	24228	24378	24528	24678	24828	24978	25128	25278	25428	25578	25728	25878	26028	26178	26328	26478	26628	26778	26928	27078	27228	27378	27528	27678	27828	27978	28128	28278	28428	28578	28728	28878	29028	29178	29328	29478	"KY"	"mar3"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	73	116	158	201	243	286	328	371	413	456	498	582	667	752	837	922	1007	1092	1177	1262	1347	1422	1497	1572	1647	1722	1797	1872	1947	2022	2097	2172	2247	2322	2397	2472	2547	2622	2697	2772	2847	2922	2997	3072	3147	3222	3297	3372	3447	3534	3646	3757	3865	3973	4081	4189	4297	4405	4513	4621	4729	4837	4945	5053	5161	5269	5377	5485	5593	5701	5809	5917	6025	6133	6241	6349	6457	6565	6673	6781	6889	6997	7105	7209	7310	7410	7511	7611	7712	7812	7913	8013	8114	8214	8315	8415	8516	8616	8717	8817	8918	9018	9119	9219	9320	9420	9521	9621	9722	9822	9923	10023	10124	10224	10325	10425	10526	10626	10727	10827	10928	11028	11129	11229	11330	11430	11531	11631	11732	11832	11933	12033	12134	12234	12335	12435	12536	12636	12737	12837	12938	13038	13139	13239	13340	13440	13541	13641	13742	13842	13943	14043	14144	14244	14345	14445	14544	14641	14739	14836	14934	15031	15129	15226	15324	15421	15519	15616	15714	15811	15909	16006	16104	16201	16299	16396	16494	15465	15563	15660	15758	"LA"	"mar3"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	234	379	524	669	814	959	1104	1249	1394	1539	1684	1829	1974	2119	2264	2409	2573	2742	2910	3079	3248	3417	3585	3754	3923	4092	4260	4429	4598	4773	4952	5130	5309	5488	5667	5845	6024	6203	6382	6560	6739	6918	7097	7275	7454	7633	7812	7990	8169	8348	8527	8705	8884	9063	9242	9420	9599	9778	9957	10135	10314	10493	10672	10850	11029	11208	11387	11565	11744	11923	12102	12280	12459	12638	12817	12995	13174	13353	13532	13710	13889	14068	14247	14425	14604	14783	14962	15140	15319	15498	15677	15855	16034	16213	16392	16570	16749	16928	17107	17285	17464	17643	17822	18000	18179	18358	18537	18715	18894	19073	19252	19430	19609	19788	19967	20145	20324	20503	20682	20860	21039	21218	21397	21575	21754	21933	22112	22290	22469	22648	22827	23005	23184	23363	23542	23720	23899	24078	24257	24435	24614	24793	24972	25150	25329	25508	25687	25865	26044	26223	26402	26580	26759	26938	27117	27295	27474	27653	27832	28010	28189	28368	28547	28725	28904	29083	29262	29440	29619	29798	29977	30155	30334	30513	30692	30870	31049	31228	31407	31585	31764	31943	"ME"	"mar3"
0	0	0	0	8	86	204	322	441	560	679	607	726	845	964	1082	1201	1320	1439	1557	1676	1795	1914	2032	2151	2270	2389	2507	2626	2745	2864	2982	3101	3220	3339	3457	3576	3695	3814	3932	4051	4170	4289	4407	4526	4645	4764	4882	5001	5120	5239	5357	5476	5595	5714	5832	5951	6070	6189	6307	6426	6545	6664	6782	6901	7020	7142	7267	7392	7517	7642	7767	7892	8017	8142	8267	8396	8527	8658	8789	8921	9052	9183	9314	9446	9577	9708	9839	9971	10102	10233	10364	10496	10627	10758	10889	11024	11162	11299	11437	11574	11712	11849	11987	12124	12262	12399	12537	12674	12812	12949	13087	13224	13362	13499	13637	13774	13912	14049	14187	14324	14462	14599	14737	14874	15012	15153	15296	15440	15584	15728	15871	16015	16159	16303	16446	16590	16734	16878	17021	17165	17309	17453	17596	17740	17884	18028	18171	18315	18459	18603	18746	18890	19034	19178	19321	19465	19609	19753	19896	20040	20184	20328	20471	20615	20759	20903	21046	21190	21334	21478	21621	21765	21909	22053	22196	22340	22484	22628	22771	22915	23059	23203	23346	23490	23634	23778	23921	24065	24209	24353	24496	24640	24784	24928	25071	25215	25359	25503	25646	25790	"MD"	"mar3"
0	0	0	0	0	35	163	290	418	545	673	800	928	1055	1183	1310	1438	1565	1693	1820	1948	2075	2203	2330	2458	2585	2713	2840	2968	3095	3223	3350	3478	3605	3733	3860	3988	4115	4243	4370	4498	4625	4753	4880	5008	5135	5263	5390	5518	5645	5773	5900	6028	6155	6283	6410	6538	6665	6793	6920	7048	7175	7303	7430	7558	7685	7813	7940	8068	8195	8323	8450	8578	8705	8833	8960	9088	9215	9343	9470	9598	9725	9853	9980	10108	10235	10363	10490	10618	10745	10873	11000	11128	11255	11383	11510	11638	11765	11893	12020	12148	12275	12403	12530	12658	12785	12913	13040	13168	13295	13423	13550	13678	13805	13933	14060	14188	14315	14443	14570	14698	14825	14953	15080	15208	15335	15463	15590	15718	15845	15973	16100	16228	16355	16483	16610	16738	16865	16993	17120	17248	17375	17503	17630	17758	17885	18013	18140	18268	18395	18523	18650	18778	18905	19033	19160	19288	19415	19543	19670	19798	19925	20053	20180	20308	20435	20563	20690	20818	20945	21073	21200	21328	21455	21583	21710	21838	21965	22093	22220	22348	22475	22603	22730	22858	22985	23113	23240	23368	23495	23623	23750	23878	24005	24133	24260	24388	24515	24643	24770	24898	"MA"	"mar3"
